Variables = iteration, f(x) 
zone 
1 0.0373624203325804
2 0.012271753945692705
3 0.0116184373074179
4 0.011565030211782549
5 0.011560696966581232
6 0.0115606908196761
7 0.011560689533693469
8 0.011560689080972703
9 0.01156068903413952
10 0.011560688989166089
11 0.011560688987593484
12 0.01156068898731137
13 0.011560688987185347
14 0.011560688987181584
15 0.011560688987166771
16 0.01156068898716672
17 0.01156068898716672
zone 
1 0.012271753945692705
2 0.0116184373074179
3 0.011565030211782549
4 0.011560696966581232
5 0.0115606908196761
6 0.011560689533693469
7 0.011560689080972703
8 0.01156068903413952
9 0.011560688989166089
10 0.011560688987593484
11 0.01156068898731137
12 0.011560688987185347
13 0.011560688987181584
14 0.011560688987166771
15 0.01156068898716672
16 0.01156068898716672
zone 
1 0.0116184373074179
2 0.011565030211782549
3 0.011560696966581232
4 0.0115606908196761
5 0.011560689533693469
6 0.011560689080972703
7 0.01156068903413952
8 0.011560688989166089
9 0.011560688987593484
10 0.01156068898731137
11 0.011560688987185347
12 0.011560688987181584
13 0.011560688987166771
14 0.01156068898716672
15 0.01156068898716672
zone 
1 0.011565030211782549
2 0.011560696966581232
3 0.0115606908196761
4 0.011560689533693469
5 0.011560689080972703
6 0.01156068903413952
7 0.011560688989166089
8 0.011560688987593484
9 0.01156068898731137
10 0.011560688987185347
11 0.011560688987181584
12 0.011560688987166771
13 0.01156068898716672
14 0.01156068898716672
zone 
1 0.011630851991177478
2 0.011565030211782549
3 0.011560696966581232
4 0.0115606908196761
5 0.011560689533693469
6 0.011560689080972703
7 0.01156068903413952
8 0.011560688989166089
9 0.011560688987593484
10 0.01156068898731137
11 0.011560688987185347
12 0.011560688987181584
13 0.011560688987166771
14 0.01156068898716672
15 0.01156068898716672
zone 
1 0.011728715595138653
2 0.011630851991177478
3 0.011565030211782549
4 0.011560696966581232
5 0.0115606908196761
6 0.011560689533693469
7 0.011560689080972703
8 0.01156068903413952
9 0.011560688989166089
10 0.011560688987593484
11 0.01156068898731137
12 0.011560688987185347
13 0.011560688987181584
14 0.011560688987166771
15 0.01156068898716672
16 0.01156068898716672
zone 
1 0.011834113781438517
2 0.011630851991177478
3 0.011565030211782549
4 0.011560696966581232
5 0.0115606908196761
6 0.011560689533693469
7 0.011560689080972703
8 0.01156068903413952
9 0.011560688989166089
10 0.011560688987593484
11 0.01156068898731137
12 0.011560688987185347
13 0.011560688987181584
14 0.011560688987166771
15 0.01156068898716672
16 0.01156068898716672
zone 
1 0.011938747946550926
2 0.011630851991177478
3 0.011565030211782549
4 0.011560696966581232
5 0.0115606908196761
6 0.011560689533693469
7 0.011560689080972703
8 0.01156068903413952
9 0.011560688989166089
10 0.011560688987593484
11 0.01156068898731137
12 0.011560688987185347
13 0.011560688987181584
14 0.011560688987166771
15 0.01156068898716672
16 0.01156068898716672
zone 
1 0.012039640718267377
2 0.011630851991177478
3 0.011565030211782549
4 0.011560696966581232
5 0.0115606908196761
6 0.011560689533693469
7 0.011560689080972703
8 0.01156068903413952
9 0.011560688989166089
10 0.011560688987593484
11 0.01156068898731137
12 0.011560688987185347
13 0.011560688987181584
14 0.011560688987166771
15 0.01156068898716672
16 0.01156068898716672
zone 
1 0.012135814680537562
2 0.011565030211782549
3 0.011560696966581232
4 0.0115606908196761
5 0.011560689533693469
6 0.011560689080972703
7 0.01156068903413952
8 0.011560688989166089
9 0.011560688987593484
10 0.01156068898731137
11 0.011560688987185347
12 0.011560688987181584
13 0.011560688987166771
14 0.01156068898716672
15 0.01156068898716672
